ID,LON,LAT,NAME,CLASS,STATE,ANNUAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
40234,-72.7542,-8.2636,Porto Walter,Sede Municipal,ACRE,3583.00,3031.00,3188.00,2018.00,3218.00,3547.00,3957.00,4289.00,5038.00,4417.00,3804.00,3541.00,2949.00
40642,-70.7726,-8.1574,Tarauacá,Sede Municipal,ACRE,3292.00,2604.00,2866.00,2030.00,2951.00,3019.00,3697.00,4158.00,4677.00,4178.00,3732.00,3136.00,2458.00
40646,-70.3537,-8.1635,Feijó,Sede Municipal,ACRE,3187.00,2488.00,2858.00,1960.00,2909.00,2850.00,3634.00,4008.00,4525.00,3952.00,3642.00,2999.00,2421.00
42573,-72.6505,-7.7342,Rodrigues Alves,Sede Municipal,ACRE,3434.00,3022.00,3180.00,2011.00,3048.00,3398.00,3827.00,4017.00,4805.00,4175.00,3587.00,3337.00,2797.00
42962,-72.9002,-7.617,Mâncio Lima,Sede Municipal,ACRE,3482.00,3060.00,3149.00,2099.00,3050.00,3429.00,3822.00,3991.00,4901.00,4136.00,3739.00,3458.00,2947.00
42965,-72.6761,-7.628,Cruzeiro do Sul,Sede Municipal,ACRE,3389.00,2984.00,3090.00,2015.00,2980.00,3400.00,3775.00,4045.00,4680.00,4035.00,3557.00,3316.00,2794.00
32868,-36.4343,-10.4064,Piaçabuçu,Sede Municipal,ALAGOAS,4958.00,5623.00,5456.00,5644.00,4451.00,3959.00,3937.00,3755.00,4446.00,4888.00,5354.00,5859.00,6123.00
33196,-36.5822,-10.2879,Penedo,Sede Municipal,ALAGOAS,4818.00,5666.00,5113.00,5340.00,4512.00,3850.00,3859.00,3748.00,4254.00,4715.00,5106.00,5812.00,5845.00
33198,-36.3031,-10.2939,Feliz Deserto,Sede Municipal,ALAGOAS,4945.00,5787.00,5632.00,5607.00,4500.00,3954.00,3720.00,3717.00,4259.00,4789.00,5324.00,5868.00,6178.00
33523,-36.8379,-10.1853,Porto Real do Colégio,Sede Municipal,ALAGOAS,5035.00,6174.00,5496.00,5607.00,4906.00,3951.00,3992.00,3850.00,4245.00,4934.00,5192.00,5891.00,6181.00
33854,-36.9019,-10.1215,São Brás,Sede Municipal,ALAGOAS,4924.00,5850.00,5265.00,5414.00,4799.00,3936.00,3989.00,3839.00,4313.00,4938.00,5067.00,5804.00,5873.00
33855,-36.8133,-10.0571,Olho d'Água Grande,Sede Municipal,ALAGOAS,4769.00,5568.00,5048.00,5153.00,4629.00,3832.00,3940.00,3848.00,4235.00,4759.00,4875.00,5621.00,5722.00
33857,-36.6571,-10.1284,Igreja Nova,Sede Municipal,ALAGOAS,4673.00,5397.00,4956.00,5148.00,4417.00,3698.00,3782.00,3643.00,4073.00,4642.00,4908.00,5711.00,5694.00
33862,-36.172,-10.1281,Coruripe,Sede Municipal,ALAGOAS,4989.00,5559.00,5508.00,5535.00,4674.00,4114.00,3943.00,3916.00,4514.00,4884.00,5257.00,5825.00,6137.00
34198,-37.0025,-9.9628,Traipu,Sede Municipal,ALAGOAS,5034.00,5937.00,5334.00,5514.00,4918.00,3982.00,4018.00,3900.00,4513.00,5186.00,5237.00,5937.00,5928.00
34201,-36.7929,-9.9559,Campo Grande,Sede Municipal,ALAGOAS,4596.00,5242.00,4812.00,5076.00,4394.00,3591.00,3647.00,3576.00,3989.00,4661.00,4838.00,5661.00,5660.00
34208,-36.0145,-10.0137,Jequiá da Praia,Sede Municipal,ALAGOAS,4952.00,5535.00,5491.00,5684.00,4700.00,3982.00,3773.00,3751.00,4350.00,4893.00,5284.00,5789.00,6192.00
34550,-36.8319,-9.8845,Girau do Ponciano,Sede Municipal,ALAGOAS,4614.00,5337.00,4801.00,5186.00,4411.00,3620.00,3537.00,3606.00,4002.00,4701.00,4852.00,5686.00,5628.00
34552,-36.679,-9.8986,Feira Grande,Sede Municipal,ALAGOAS,4566.00,5352.00,4745.00,5025.00,4430.00,3647.00,3534.00,3461.00,3928.00,4593.00,4742.00,5658.00,5674.00
34553,-36.5501,-9.9319,São Sebastião,Sede Municipal,ALAGOAS,4601.00,5455.00,4786.00,5121.00,4470.00,3714.00,3585.00,3388.00,4029.00,4531.00,4762.00,5649.00,5719.00
34554,-36.4806,-9.9074,Junqueiro,Sede Municipal,ALAGOAS,4550.00,5364.00,4718.00,5194.00,4431.00,3632.00,3471.00,3355.00,3831.00,4522.00,4704.00,5653.00,5732.00
34555,-36.358,-9.9094,Teotônio Vilela,Sede Municipal,ALAGOAS,4546.00,5295.00,4743.00,5226.00,4370.00,3658.00,3449.00,3382.00,3882.00,4457.00,4675.00,5683.00,5730.00
34909,-37.2773,-9.8232,Belo Monte,Sede Municipal,ALAGOAS,4805.00,5560.00,5027.00,5282.00,4741.00,3824.00,3737.00,3666.00,4254.00,4869.00,4971.00,5923.00,5798.00
34914,-36.7401,-9.8294,Lagoa da Canoa,Sede Municipal,ALAGOAS,4662.00,5426.00,4790.00,5163.00,4518.00,3574.00,3484.00,3625.00,4059.00,4654.00,4957.00,5855.00,5839.00
34915,-36.6618,-9.7553,Arapiraca,Sede Municipal,ALAGOAS,4614.00,5400.00,4749.00,5145.00,4475.00,3580.00,3449.00,3531.00,3992.00,4583.00,4843.00,5771.00,5853.00
34918,-36.3528,-9.7849,Campo Alegre,Sede Municipal,ALAGOAS,4544.00,5314.00,4810.00,5250.00,4407.00,3585.00,3333.00,3438.00,3844.00,4410.00,4698.00,5600.00,5832.00
34921,-36.0974,-9.7834,São Miguel dos Campos,Sede Municipal,ALAGOAS,4728.00,5434.00,5099.00,5456.00,4384.00,3793.00,3532.00,3517.00,3933.00,4669.00,5033.00,5950.00,5943.00
34922,-35.906,-9.8389,Barra de São Miguel,Sede Municipal,ALAGOAS,4829.00,5600.00,5314.00,5551.00,4565.00,3890.00,3568.00,3709.00,4151.00,4731.00,5058.00,5833.00,5973.00
34922,-35.9785,-9.8355,Roteiro,Sede Municipal,ALAGOAS,4829.00,5600.00,5314.00,5551.00,4565.00,3890.00,3568.00,3709.00,4151.00,4731.00,5058.00,5833.00,5973.00
35270,-37.4407,-9.7415,Pão de Açúcar,Sede Municipal,ALAGOAS,4926.00,5774.00,5207.00,5430.00,4962.00,3931.00,3852.00,3745.00,4349.00,4869.00,5069.00,6101.00,5818.00
35271,-37.3386,-9.6725,Palestina,Sede Municipal,ALAGOAS,4690.00,5449.00,4865.00,5239.00,4603.00,3852.00,3584.00,3584.00,3965.00,4643.00,4827.00,5943.00,5719.00
35273,-37.1279,-9.6735,Batalha,Sede Municipal,ALAGOAS,4664.00,5506.00,4731.00,5113.00,4615.00,3631.00,3561.00,3545.00,4058.00,4767.00,4837.00,5852.00,5748.00
35274,-37.0017,-9.6593,Jaramataia,Sede Municipal,ALAGOAS,4613.00,5447.00,4643.00,5101.00,4459.00,3546.00,3546.00,3492.00,3984.00,4650.00,4828.00,5980.00,5678.00
35279,-36.5034,-9.7407,Limoeiro de Anadia,Sede Municipal,ALAGOAS,4637.00,5333.00,4718.00,5145.00,4452.00,3601.00,3445.00,3502.00,4077.00,4711.00,4854.00,5920.00,5885.00
35281,-36.3081,-9.6853,Anadia,Sede Municipal,ALAGOAS,4518.00,5180.00,4774.00,5128.00,4402.00,3484.00,3362.00,3310.00,3791.00,4528.00,4745.00,5644.00,5865.00
35286,-35.897,-9.7101,Marechal Deodoro,Sede Municipal,ALAGOAS,4933.00,5613.00,5365.00,5520.00,4663.00,3948.00,3737.00,3847.00,4429.00,4934.00,5235.00,5860.00,6047.00
35287,-35.7018,-9.6607,Maceió,Capital Estadual,ALAGOAS,5067.00,5622.00,5456.00,5664.00,4805.00,4083.00,3929.00,4052.00,4682.00,5209.00,5233.00,5862.00,6213.00
35633,-37.7598,-9.6089,Piranhas,Sede Municipal,ALAGOAS,4925.00,5952.00,5152.00,5339.00,4882.00,3960.00,3645.00,3716.00,4309.00,5034.00,5202.00,5969.00,5940.00
35637,-37.3834,-9.5581,São José da Tapera,Sede Municipal,ALAGOAS,4817.00,5697.00,5029.00,5362.00,4772.00,3737.00,3583.00,3642.00,4048.00,4774.00,5147.00,6175.00,5836.00
35638,-37.2079,-9.6359,Jacaré dos Homens,Sede Municipal,ALAGOAS,4744.00,5590.00,4895.00,5319.00,4671.00,3737.00,3518.00,3590.00,3955.00,4672.00,5029.00,6150.00,5803.00
35638,-37.2508,-9.604,Monteirópolis,Sede Municipal,ALAGOAS,4744.00,5590.00,4895.00,5319.00,4671.00,3737.00,3518.00,3590.00,3955.00,4672.00,5029.00,6150.00,5803.00
35643,-36.77,-9.6182,Craíbas,Sede Municipal,ALAGOAS,4830.00,5649.00,4916.00,5408.00,4731.00,3673.00,3488.00,3648.00,4118.00,4912.00,5167.00,6129.00,6125.00
35645,-36.5848,-9.6339,Coité do Nóia,Sede Municipal,ALAGOAS,4722.00,5596.00,4926.00,5238.00,4561.00,3627.00,3337.00,3422.00,3987.00,4772.00,5035.00,6035.00,6132.00
35646,-36.4907,-9.5709,Belém,Sede Municipal,ALAGOAS,4495.00,5288.00,4760.00,5074.00,4501.00,3457.00,3102.00,3172.00,3774.00,4468.00,4691.00,5806.00,5847.00
35646,-36.4931,-9.6457,Taquarana,Sede Municipal,ALAGOAS,4495.00,5288.00,4760.00,5074.00,4501.00,3457.00,3102.00,3172.00,3774.00,4468.00,4691.00,5806.00,5847.00
35647,-36.3048,-9.584,Maribondo,Sede Municipal,ALAGOAS,4493.00,5239.00,4708.00,5096.00,4453.00,3491.00,3134.00,3195.00,3761.00,4542.00,4765.00,5733.00,5801.00
35648,-36.2128,-9.6435,Boca da Mata,Sede Municipal,ALAGOAS,4341.00,5049.00,4571.00,5015.00,4257.00,3369.00,3087.00,3111.00,3548.00,4369.00,4550.00,5586.00,5579.00
35651,-35.9546,-9.6018,Pilar,Sede Municipal,ALAGOAS,4713.00,5393.00,5039.00,5319.00,4481.00,3792.00,3548.00,3637.00,4128.00,4816.00,4861.00,5756.00,5785.00
35652,-35.823,-9.5695,Satuba,Sede Municipal,ALAGOAS,4813.00,5524.00,5231.00,5428.00,4465.00,3776.00,3620.00,3704.00,4235.00,4837.00,5084.00,5867.00,5975.00
35652,-35.8235,-9.6041,Santa Luzia do Norte,Sede Municipal,ALAGOAS,4813.00,5524.00,5231.00,5428.00,4465.00,3776.00,3620.00,3704.00,4235.00,4837.00,5084.00,5867.00,5975.00
35652,-35.7997,-9.6376,Coqueiro Seco,Sede Municipal,ALAGOAS,4813.00,5524.00,5231.00,5428.00,4465.00,3776.00,3620.00,3704.00,4235.00,4837.00,5084.00,5867.00,5975.00
36003,-37.827,-9.5037,Olho d'Água do Casado,Sede Municipal,ALAGOAS,4929.00,6037.00,5202.00,5331.00,4825.00,3921.00,3616.00,3629.00,4246.00,5016.00,5180.00,6167.00,5981.00
36007,-37.4579,-9.4703,Senador Rui Palmeira,Sede Municipal,ALAGOAS,4816.00,5753.00,5022.00,5252.00,4649.00,3768.00,3513.00,3556.00,4106.00,4933.00,5200.00,6165.00,5870.00
36008,-37.3759,-9.4837,Carneiros,Sede Municipal,ALAGOAS,4868.00,5662.00,4996.00,5413.00,4803.00,3795.00,3553.00,3570.00,4140.00,4958.00,5278.00,6309.00,5934.00
36009,-37.2958,-9.5335,Olho d'Água das Flores,Sede Municipal,ALAGOAS,4840.00,5686.00,4989.00,5467.00,4736.00,3757.00,3504.00,3511.00,4034.00,4856.00,5244.00,6318.00,5980.00
36010,-37.1912,-9.5181,Olivença,Sede Municipal,ALAGOAS,4784.00,5751.00,4975.00,5392.00,4610.00,3691.00,3441.00,3474.00,3906.00,4762.00,5214.00,6238.00,5958.00
36012,-36.9869,-9.5339,Major Isidoro,Sede Municipal,ALAGOAS,4764.00,5661.00,4853.00,5306.00,4589.00,3673.00,3425.00,3506.00,3954.00,4767.00,5155.00,6208.00,6079.00
36015,-36.6375,-9.5381,Igaci,Sede Municipal,ALAGOAS,4777.00,5559.00,4901.00,5290.00,4654.00,3693.00,3404.00,3501.00,4057.00,4843.00,5107.00,6194.00,6115.00
36017,-36.4334,-9.5348,Tanque d'Arca,Sede Municipal,ALAGOAS,4587.00,5335.00,4800.00,5117.00,4491.00,3530.00,3166.00,3203.00,3855.00,4656.00,4929.00,6045.00,5919.00
36019,-36.2921,-9.4743,Pindoba,Sede Municipal,ALAGOAS,4281.00,4923.00,4589.00,4958.00,4259.00,3355.00,2979.00,3081.00,3504.00,4274.00,4501.00,5507.00,5440.00
36021,-36.0088,-9.5123,Atalaia,Sede Municipal,ALAGOAS,4498.00,5114.00,4796.00,5120.00,4514.00,3595.00,3377.00,3374.00,3883.00,4571.00,4594.00,5466.00,5571.00
36023,-35.8397,-9.4783,Rio Largo,Sede Municipal,ALAGOAS,4566.00,5201.00,4927.00,5159.00,4329.00,3551.00,3453.00,3498.00,3978.00,4597.00,4747.00,5671.00,5679.00
36026,-35.5523,-9.4636,Paripueira,Sede Municipal,ALAGOAS,5140.00,5729.00,5457.00,5818.00,4812.00,4148.00,3959.00,4003.00,4708.00,5320.00,5420.00,6097.00,6208.00
36380,-37.999,-9.3858,Delmiro Gouveia,Sede Municipal,ALAGOAS,4879.00,6052.00,5154.00,5283.00,4714.00,3822.00,3461.00,3525.00,4103.00,4998.00,5228.00,6237.00,5975.00
36387,-37.2483,-9.3704,Santana do Ipanema,Sede Municipal,ALAGOAS,4930.00,5819.00,5094.00,5558.00,4796.00,3811.00,3492.00,3522.00,4090.00,4956.00,5447.00,6400.00,6176.00
36389,-37.0896,-9.3874,Dois Riachos,Sede Municipal,ALAGOAS,4866.00,5792.00,5032.00,5379.00,4650.00,3786.00,3429.00,3513.00,4090.00,4967.00,5335.00,6272.00,6152.00
36390,-36.9914,-9.4016,Cacimbinhas,Sede Municipal,ALAGOAS,4806.00,5645.00,4937.00,5286.00,4541.00,3750.00,3401.00,3538.00,4024.00,4890.00,5257.00,6237.00,6162.00
36392,-36.76,-9.389,Estrela de Alagoas,Sede Municipal,ALAGOAS,4944.00,5606.00,5053.00,5386.00,4802.00,3777.00,3449.00,3580.00,4289.00,5212.00,5438.00,6422.00,6314.00
36393,-36.6324,-9.4113,Palmeira dos Índios,Sede Municipal,ALAGOAS,4810.00,5484.00,4909.00,5275.00,4689.00,3715.00,3344.00,3450.00,4122.00,4972.00,5262.00,6306.00,6186.00
36396,-36.3884,-9.4478,Mar Vermelho,Sede Municipal,ALAGOAS,4434.00,5138.00,4757.00,5054.00,4406.00,3376.00,3028.00,3106.00,3639.00,4478.00,4685.00,5830.00,5703.00
36396,-36.3759,-9.3705,Paulo Jacinto,Sede Municipal,ALAGOAS,4434.00,5138.00,4757.00,5054.00,4406.00,3376.00,3028.00,3106.00,3639.00,4478.00,4685.00,5830.00,5703.00
36397,-36.2423,-9.3719,Viçosa,Sede Municipal,ALAGOAS,4352.00,4961.00,4729.00,5007.00,4394.00,3360.00,2982.00,3122.00,3554.00,4333.00,4573.00,5644.00,5565.00
36398,-36.1562,-9.3998,Cajueiro,Sede Municipal,ALAGOAS,4225.00,4804.00,4459.00,4814.00,4405.00,3377.00,3036.00,3086.00,3520.00,4237.00,4294.00,5356.00,5309.00
36399,-36.0829,-9.4155,Capela,Sede Municipal,ALAGOAS,4360.00,4918.00,4529.00,4964.00,4398.00,3439.00,3167.00,3195.00,3714.00,4458.00,4523.00,5505.00,5500.00
36401,-35.8395,-9.3943,Messias,Sede Municipal,ALAGOAS,4505.00,5132.00,4861.00,5169.00,4390.00,3519.00,3302.00,3353.00,3837.00,4565.00,4709.00,5642.00,5584.00
36404,-35.5104,-9.4027,Barra de Santo Antônio,Sede Municipal,ALAGOAS,4892.00,5583.00,5250.00,5685.00,4627.00,3943.00,3686.00,3723.00,4326.00,4787.00,5101.00,5954.00,6046.00
36757,-37.9991,-9.2568,Pariconha,Sede Municipal,ALAGOAS,4972.00,6003.00,5204.00,5305.00,4853.00,3940.00,3449.00,3637.00,4235.00,5209.00,5408.00,6369.00,6048.00
36758,-37.9383,-9.2624,Água Branca,Sede Municipal,ALAGOAS,4864.00,5851.00,5113.00,5314.00,4636.00,3843.00,3391.00,3386.00,4114.00,5106.00,5288.00,6328.00,5995.00
36765,-37.2848,-9.3049,Poço das Trincheiras,Sede Municipal,ALAGOAS,4942.00,5747.00,5107.00,5493.00,4800.00,3831.00,3381.00,3594.00,4117.00,5266.00,5508.00,6348.00,6115.00
36769,-36.866,-9.3078,Minador do Negrão,Sede Municipal,ALAGOAS,4853.00,5618.00,5019.00,5292.00,4716.00,3799.00,3427.00,3432.00,4111.00,5006.00,5369.00,6225.00,6220.00
36773,-36.4695,-9.3204,Quebrangulo,Sede Municipal,ALAGOAS,4541.00,5311.00,4779.00,5125.00,4594.00,3466.00,2981.00,3103.00,3640.00,4566.00,4949.00,6076.00,5898.00
36775,-36.2986,-9.256,Chã Preta,Sede Municipal,ALAGOAS,4311.00,5064.00,4586.00,4893.00,4402.00,3363.00,2918.00,2971.00,3519.00,4263.00,4499.00,5677.00,5578.00
36778,-35.9431,-9.3073,Murici,Sede Municipal,ALAGOAS,4410.00,4992.00,4700.00,5140.00,4439.00,3381.00,3169.00,3150.00,3799.00,4479.00,4605.00,5499.00,5573.00
36780,-35.7142,-9.2732,Flexeiras,Sede Municipal,ALAGOAS,4257.00,4796.00,4544.00,4884.00,4250.00,3338.00,3156.00,3160.00,3652.00,4286.00,4348.00,5389.00,5281.00
36782,-35.5608,-9.3186,São Luís do Quitunde,Sede Municipal,ALAGOAS,4703.00,5442.00,5035.00,5461.00,4492.00,3751.00,3668.00,3531.00,4225.00,4679.00,4824.00,5601.00,5727.00
36784,-35.3765,-9.2654,São Miguel dos Milagres,Sede Municipal,ALAGOAS,5249.00,6012.00,5337.00,5945.00,5006.00,4227.00,4058.00,4113.00,4915.00,5339.00,5493.00,6187.00,6351.00
37138,-37.7512,-9.2264,Inhapi,Sede Municipal,ALAGOAS,5013.00,6131.00,5323.00,5465.00,4777.00,3876.00,3331.00,3457.00,4222.00,5218.00,5586.00,6556.00,6210.00
37142,-37.3559,-9.1593,Ouro Branco,Sede Municipal,ALAGOAS,4975.00,5880.00,5115.00,5497.00,4752.00,3814.00,3497.00,3682.00,4247.00,5232.00,5612.00,6228.00,6144.00
37142,-37.3527,-9.2309,Maravilha,Sede Municipal,ALAGOAS,4975.00,5880.00,5115.00,5497.00,4752.00,3814.00,3497.00,3682.00,4247.00,5232.00,5612.00,6228.00,6144.00
37153,-36.2209,-9.1705,Santana do Mundaú,Sede Municipal,ALAGOAS,4161.00,4950.00,4447.00,4730.00,4360.00,3242.00,2765.00,2780.00,3236.00,4167.00,4381.00,5433.00,5443.00
37155,-36.0226,-9.1596,União dos Palmares,Sede Municipal,ALAGOAS,4362.00,4948.00,4682.00,4839.00,4427.00,3467.00,3056.00,3091.00,3694.00,4512.00,4638.00,5476.00,5519.00
37155,-36.0164,-9.2339,Branquinha,Sede Municipal,ALAGOAS,4362.00,4948.00,4682.00,4839.00,4427.00,3467.00,3056.00,3091.00,3694.00,4512.00,4638.00,5476.00,5519.00
37160,-35.5246,-9.1548,Matriz de Camaragibe,Sede Municipal,ALAGOAS,4481.00,5228.00,4725.00,5212.00,4209.00,3658.00,3415.00,3352.00,3944.00,4488.00,4592.00,5448.00,5497.00
37161,-35.4882,-9.2396,Passo de Camaragibe,Sede Municipal,ALAGOAS,4588.00,5320.00,4819.00,5377.00,4231.00,3710.00,3416.00,3408.00,4031.00,4571.00,4847.00,5625.00,5701.00
37162,-35.3052,-9.1605,Porto de Pedras,Sede Municipal,ALAGOAS,4815.00,5456.00,5045.00,5686.00,4475.00,3843.00,3777.00,3711.00,4505.00,4832.00,5068.00,5672.00,5707.00
37516,-37.7312,-9.1192,Mata Grande,Sede Municipal,ALAGOAS,5237.00,6322.00,5444.00,5584.00,5011.00,4124.00,3563.00,3658.00,4603.00,5568.00,5840.00,6694.00,6427.00
37517,-37.6028,-9.1164,Canapi,Sede Municipal,ALAGOAS,5061.00,6043.00,5250.00,5560.00,4958.00,3934.00,3355.00,3480.00,4150.00,5262.00,5699.00,6698.00,6345.00
37536,-35.7477,-9.1332,Joaquim Gomes,Sede Municipal,ALAGOAS,3915.00,4341.00,4101.00,4599.00,3990.00,3128.00,2950.00,2879.00,3438.00,3987.00,3928.00,4902.00,4739.00
37540,-35.3989,-9.0524,Porto Calvo,Sede Municipal,ALAGOAS,4683.00,5301.00,4964.00,5567.00,4291.00,3763.00,3604.00,3498.00,4311.00,4628.00,4929.00,5608.00,5733.00
37541,-35.2637,-9.0879,Japaratinga,Sede Municipal,ALAGOAS,5044.00,5663.00,5202.00,5861.00,4721.00,4032.00,3963.00,3917.00,4749.00,5131.00,5422.00,5848.00,6023.00
37912,-36.0518,-9.0132,São José da Laje,Sede Municipal,ALAGOAS,4083.00,4756.00,4304.00,4619.00,4161.00,3252.00,2847.00,2831.00,3400.00,4161.00,4227.00,5282.00,5154.00
37913,-35.9376,-8.9787,Ibateguara,Sede Municipal,ALAGOAS,4250.00,5015.00,4708.00,4874.00,4283.00,3167.00,2770.00,2838.00,3505.00,4364.00,4523.00,5502.00,5449.00
37920,-35.227,-9.0079,Maragogi,Sede Municipal,ALAGOAS,4662.00,5263.00,4952.00,5494.00,4414.00,3844.00,3677.00,3593.00,4371.00,4551.00,4838.00,5372.00,5571.00
38295,-35.7217,-8.9185,Colônia Leopoldina,Sede Municipal,ALAGOAS,3900.00,4376.00,4172.00,4497.00,3934.00,3179.00,2900.00,2877.00,3372.00,3956.00,3966.00,4794.00,4775.00
38296,-35.6643,-8.9423,Novo Lino,Sede Municipal,ALAGOAS,4147.00,4687.00,4358.00,4688.00,4133.00,3352.00,3207.00,3102.00,3688.00,4251.00,4287.00,5076.00,4929.00
38297,-35.5538,-8.9415,Jundiá,Sede Municipal,ALAGOAS,4319.00,4881.00,4458.00,4933.00,4214.00,3508.00,3344.00,3232.00,3845.00,4430.00,4537.00,5256.00,5194.00
38678,-35.5688,-8.8477,Campestre,Sede Municipal,ALAGOAS,4314.00,4760.00,4436.00,4919.00,4184.00,3496.00,3274.00,3183.00,3815.00,4510.00,4591.00,5408.00,5189.00
38679,-35.4594,-8.8399,Jacuípe,Sede Municipal,ALAGOAS,4389.00,4812.00,4526.00,5002.00,4220.00,3536.00,3360.00,3277.00,3920.00,4577.00,4668.00,5501.00,5273.00
65129,-52.4255,-0.9296,Vitória do Jari,Sede Municipal,AMAPÁ,3162.00,2641.00,2076.00,1979.00,2276.00,3233.00,4009.00,3870.00,3932.00,3701.00,3757.00,3580.00,2889.00
65366,-52.5227,-0.8379,Laranjal do Jari,Sede Municipal,AMAPÁ,3163.00,2529.00,2120.00,2030.00,2300.00,3228.00,4040.00,3850.00,3985.00,3779.00,3759.00,3545.00,2789.00
66931,-51.2895,-0.1137,Mazagão,Sede Municipal,AMAPÁ,3616.00,3064.00,1997.00,1844.00,2115.00,3462.00,4496.00,4632.00,4670.00,4549.00,4429.00,4477.00,3661.00
67143,-51.1733,-0.0458,Santana,Sede Municipal,AMAPÁ,3587.00,3034.00,1921.00,1695.00,2030.00,3463.00,4462.00,4445.00,4752.00,4626.00,4357.00,4622.00,3638.00
67144,-51.0702,0.0342,Macapá,Capital Estadual,AMAPÁ,3856.00,3454.00,2221.00,1979.00,2309.00,3663.00,4684.00,4716.00,4985.00,4754.00,4532.00,4888.00,4093.00
68381,-50.6991,0.6056,Itaubal,Sede Municipal,AMAPÁ,3445.00,2705.00,1721.00,1511.00,1755.00,3133.00,4317.00,4567.00,4997.00,4556.00,4538.00,4153.00,3389.00
68572,-51.4041,0.708,Porto Grande,Sede Municipal,AMAPÁ,2977.00,2289.00,1647.00,1555.00,1738.00,2756.00,3614.00,3704.00,4054.00,4138.00,3895.00,3681.00,2654.00
68759,-51.9507,0.7771,Pedra Branca do Amapari,Sede Municipal,AMAPÁ,2930.00,2136.00,1589.00,1532.00,1778.00,2718.00,3462.00,3643.00,3907.00,4112.00,3872.00,3765.00,2649.00
68946,-52.004,0.901,Serra do Navio,Sede Municipal,AMAPÁ,2960.00,2177.00,1602.00,1574.00,1817.00,2697.00,3364.00,3608.00,3878.00,4170.00,4061.00,3796.00,2774.00
68955,-51.1799,0.8569,Ferreira Gomes,Sede Municipal,AMAPÁ,3306.00,2500.00,1663.00,1561.00,1885.00,2950.00,3974.00,4133.00,4669.00,4463.00,4559.00,4287.00,3022.00
